gender,contract,paymentmethod,internetservice,charges_total,tenure,churn,cuentas_diarias
Female,Month-to-month,Electronic check,Fiber optic,141.45,2,Yes,2.356666666666667
Female,Month-to-month,Electronic check,Fiber optic,668.4,8,Yes,2.8316666666666666
Female,Two year,Mailed check,No,1298.7,63,No,0.6866666666666668
Female,Month-to-month,Bank transfer (automatic),Fiber optic,3653.35,35,Yes,3.35
Male,Month-to-month,Mailed check,Fiber optic,1162.85,13,Yes,3.2216666666666667
Female,One year,Electronic check,DSL,1985.15,30,No,2.15
Male,Month-to-month,Bank transfer (automatic),DSL,3582.4,60,No,2.006666666666667
Male,Month-to-month,Electronic check,Fiber optic,2964.05,33,No,3.0416666666666665
Female,One year,Bank transfer (automatic),Fiber optic,5763.3,54,Yes,3.5516666666666667
Female,One year,Electronic check,Fiber optic,7281.6,67,No,3.646666666666667
Female,Month-to-month,Mailed check,DSL,1837.7,25,No,2.368333333333333
Female,Two year,Bank transfer (automatic),Fiber optic,8012.75,72,No,3.7199999999999998
Male,Month-to-month,Electronic check,Fiber optic,1451.9,18,Yes,2.6883333333333335
Male,Two year,Mailed check,No,1237.65,63,No,0.6416666666666667
Male,Two year,Mailed check,No,903.8,39,No,0.7933333333333333
Male,Two year,Mailed check,No,689.75,33,No,0.6783333333333333
Male,One year,Bank transfer (automatic),No,1004.5,48,No,0.6649999999999999
Female,Month-to-month,Electronic check,Fiber optic,830.85,10,Yes,2.881666666666667
Male,One year,Mailed check,DSL,475.7,10,No,1.6516666666666666
Male,Month-to-month,Mailed check,Fiber optic,3713.95,45,No,2.8183333333333334
Male,Month-to-month,Electronic check,Fiber optic,2979.5,28,Yes,3.5233333333333334
Female,Two year,Bank transfer (automatic),Fiber optic,7334.05,64,No,3.8366666666666664
Female,One year,Credit card (automatic),DSL,2896.4,48,Yes,2.0116666666666667
Female,Two year,Credit card (automatic),Fiber optic,6297.65,68,No,3.006666666666667
Female,Month-to-month,Mailed check,Fiber optic,401.3,6,No,2.4616666666666664
Male,One year,Mailed check,No,529.5,29,No,0.6366666666666667
Male,Two year,Mailed check,No,987.95,39,No,0.84
Male,Month-to-month,Electronic check,Fiber optic,1745.2,20,No,2.8116666666666665
Male,Month-to-month,Electronic check,DSL,169.05,3,Yes,1.6383333333333332
Female,Month-to-month,Electronic check,DSL,3043.7,52,No,1.9816666666666667
Male,Two year,Electronic check,Fiber optic,8564.75,71,No,3.875
Female,One year,Bank transfer (automatic),DSL,3320.75,41,No,2.6616666666666666
Male,Two year,Mailed check,DSL,2779.5,69,No,1.3033333333333335
Female,Two year,Credit card (automatic),Fiber optic,5746.75,68,No,2.8133333333333335
Male,One year,Mailed check,DSL,1055.9,20,No,1.8
Male,Month-to-month,Electronic check,Fiber optic,700.85,7,Yes,3.3983333333333334
Male,One year,Bank transfer (automatic),No,754.0,35,No,0.6866666666666668
Male,One year,Bank transfer (automatic),No,329.75,17,No,0.6633333333333333
Female,Month-to-month,Bank transfer (automatic),DSL,49.55,1,No,1.6516666666666666
Female,Month-to-month,Mailed check,DSL,313.45,7,No,1.475
Female,One year,Credit card (automatic),Fiber optic,7133.45,62,No,3.835
Male,Month-to-month,Mailed check,No,25.0,1,No,0.8333333333333334
Female,Two year,Mailed check,No,868.1,44,No,0.6633333333333333
Male,One year,Mailed check,DSL,1309.15,39,No,1.1849999999999998
Female,Month-to-month,Mailed check,DSL,309.1,12,Yes,0.9733333333333333
Female,Two year,Bank transfer (automatic),Fiber optic,7711.45,72,No,3.64
Male,One year,Mailed check,No,951.55,47,No,0.6683333333333333
Female,Month-to-month,Electronic check,Fiber optic,1669.4,15,No,3.3916666666666666
Male,Month-to-month,Electronic check,DSL,108.65,2,No,1.8433333333333333
Male,Month-to-month,Bank transfer (automatic),DSL,1364.75,54,No,0.8316666666666667
Female,One year,Credit card (automatic),Fiber optic,6744.2,69,No,3.1883333333333335
Male,Two year,Bank transfer (automatic),DSL,4566.5,72,No,2.1866666666666665
Female,Two year,Credit card (automatic),No,435.25,21,No,0.6950000000000001
Male,One year,Mailed check,No,52.05,3,No,0.7066666666666667
Female,One year,Credit card (automatic),Fiber optic,4664.2,46,No,3.1883333333333335
Male,Month-to-month,Credit card (automatic),Fiber optic,2427.35,34,No,2.385
Male,Month-to-month,Electronic check,Fiber optic,3019.5,31,Yes,3.1266666666666665
Male,Two year,Credit card (automatic),Fiber optic,7919.8,72,No,3.5900000000000003
Female,Two year,Mailed check,No,784.25,37,No,0.6616666666666667
Male,Two year,Credit card (automatic),No,1161.75,60,No,0.6549999999999999
Male,Month-to-month,Electronic check,DSL,1359.7,44,Yes,1.0116666666666667
Male,One year,Bank transfer (automatic),Fiber optic,7053.35,62,No,3.691666666666667
Female,Month-to-month,Electronic check,Fiber optic,2187.55,25,Yes,2.99
Male,Two year,Mailed check,No,867.3,42,No,0.645
Male,Two year,Bank transfer (automatic),Fiber optic,2513.5,25,No,3.31
Female,Month-to-month,Mailed check,DSL,1082.8,18,No,1.865
Female,Month-to-month,Electronic check,Fiber optic,803.3,9,Yes,2.7766666666666664
Male,One year,Credit card (automatic),DSL,5233.25,68,No,2.558333333333333
Male,Month-to-month,Mailed check,Fiber optic,84.6,1,Yes,2.82
Female,Month-to-month,Electronic check,Fiber optic,5127.95,47,Yes,3.546666666666667
Male,Month-to-month,Mailed check,No,255.35,12,No,0.6816666666666666
Female,Month-to-month,Mailed check,Fiber optic,152.7,2,Yes,2.6550000000000002
Male,Month-to-month,Credit card (automatic),No,340.85,15,No,0.6483333333333333
Female,Month-to-month,Electronic check,Fiber optic,78.65,1,Yes,2.621666666666667
Male,One year,Electronic check,Fiber optic,4837.6,51,Yes,3.1599999999999997
Male,Two year,Mailed check,No,1573.05,63,No,0.8416666666666667
Male,One year,Mailed check,Fiber optic,3131.55,32,No,3.1599999999999997
Female,Month-to-month,Credit card (automatic),Fiber optic,2933.2,29,Yes,3.2866666666666666
Male,Month-to-month,Mailed check,DSL,44.95,1,No,1.4983333333333335
Female,One year,Bank transfer (automatic),Fiber optic,4162.05,41,No,3.481666666666667
Female,Two year,Credit card (automatic),No,970.85,50,No,0.6716666666666666
Female,One year,Electronic check,No,1261.7,56,No,0.81
Female,One year,Electronic check,Fiber optic,5535.8,57,No,3.1666666666666665
Male,Month-to-month,Mailed check,DSL,157.55,3,No,1.8633333333333333
Female,Month-to-month,Electronic check,No,469.85,22,No,0.685
Male,Two year,Credit card (automatic),No,930.95,36,No,0.8366666666666667
Female,One year,Bank transfer (automatic),No,452.35,22,No,0.6916666666666667
Female,Two year,Bank transfer (automatic),No,1303.5,70,No,0.6483333333333333
Female,Month-to-month,Electronic check,DSL,765.45,14,No,1.6816666666666669
Male,One year,Mailed check,No,411.25,18,No,0.6549999999999999
Female,One year,Mailed check,DSL,1756.6,23,No,2.4583333333333335
Female,Month-to-month,Electronic check,Fiber optic,646.85,7,Yes,2.8183333333333334
Female,Month-to-month,Mailed check,No,20.15,1,No,0.6716666666666666
Male,Two year,Bank transfer (automatic),Fiber optic,8310.55,71,No,3.8699999999999997
Female,Month-to-month,Mailed check,DSL,235.1,4,Yes,1.8833333333333333
Male,One year,Electronic check,Fiber optic,6688.1,64,No,3.4033333333333333
Female,Month-to-month,Electronic check,DSL,2096.1,35,No,2.07
Male,Month-to-month,Mailed check,Fiber optic,851.8,11,No,2.6
Male,One year,Bank transfer (automatic),Fiber optic,2673.45,27,No,3.35
Male,Two year,Electronic check,Fiber optic,6823.4,64,No,3.5083333333333333
Female,Two year,Electronic check,Fiber optic,8477.6,71,No,3.955
Female,One year,Credit card (automatic),DSL,74.1,1,No,2.4699999999999998
Female,Month-to-month,Mailed check,Fiber optic,2718.3,34,Yes,2.6533333333333333
Female,Two year,Mailed check,DSL,4577.9,69,No,2.23
Female,Month-to-month,Electronic check,Fiber optic,651.5,9,No,2.3016666666666667
Female,Month-to-month,Electronic check,No,18.85,1,No,0.6283333333333334
Male,Month-to-month,Electronic check,DSL,50.35,1,Yes,1.6783333333333335
Male,Month-to-month,Mailed check,DSL,1393.6,21,No,2.055
Female,Month-to-month,Electronic check,DSL,764.55,13,No,1.8666666666666667
Male,Month-to-month,Bank transfer (automatic),Fiber optic,488.65,7,No,2.305
Female,Month-to-month,Electronic check,DSL,58.9,3,Yes,0.8416666666666667
Male,One year,Electronic check,DSL,3035.8,57,No,1.7833333333333334
Female,Month-to-month,Bank transfer (automatic),Fiber optic,1047.7,11,Yes,2.99
Female,Two year,Mailed check,No,387.7,19,No,0.6716666666666666
Female,One year,Credit card (automatic),Fiber optic,7629.85,72,No,3.525
Male,Two year,Mailed check,DSL,3858.05,45,No,2.8116666666666665
Female,Two year,Credit card (automatic),DSL,2907.55,60,No,1.6483333333333334
Male,Month-to-month,Electronic check,Fiber optic,3313.4,42,No,2.6633333333333336
Female,Month-to-month,Credit card (automatic),DSL,2108.35,48,No,1.5183333333333333
Female,Two year,Mailed check,DSL,3617.1,55,No,2.158333333333333
Female,Month-to-month,Electronic check,Fiber optic,79.55,1,Yes,2.6516666666666664
Female,Month-to-month,Bank transfer (automatic),Fiber optic,536.4,6,Yes,3.118333333333333
Male,Month-to-month,Mailed check,No,185.6,9,Yes,0.6316666666666666
Female,Month-to-month,Electronic check,DSL,359.4,9,No,1.3583333333333334
Male,Month-to-month,Electronic check,DSL,237.25,5,Yes,1.6783333333333335
Female,Two year,Electronic check,DSL,3460.3,43,No,2.6266666666666665
Male,Month-to-month,Bank transfer (automatic),No,152.95,7,No,0.8350000000000001
Male,Two year,Credit card (automatic),Fiber optic,7209.0,71,No,3.3400000000000003
Female,Month-to-month,Mailed check,Fiber optic,2570.0,32,No,2.643333333333333
Female,Two year,Mailed check,No,161.65,8,No,0.6950000000000001
Male,Two year,Electronic check,Fiber optic,7840.6,72,No,3.606666666666667
Female,One year,Mailed check,DSL,872.65,12,Yes,2.4683333333333333
Female,One year,Bank transfer (automatic),Fiber optic,5680.9,51,No,3.5816666666666666
Male,Month-to-month,Credit card (automatic),DSL,1880.85,39,Yes,1.6316666666666668
Male,Month-to-month,Mailed check,No,53.05,3,No,0.6366666666666667
Male,One year,Bank transfer (automatic),Fiber optic,2018.1,26,No,2.5166666666666666
Male,Month-to-month,Bank transfer (automatic),No,739.9,35,No,0.6916666666666667
Male,Month-to-month,Mailed check,No,537.35,27,No,0.6383333333333333
Male,Month-to-month,Electronic check,DSL,191.35,3,Yes,2.3116666666666665
Female,Month-to-month,Mailed check,Fiber optic,162.55,2,No,2.716666666666667
Male,Month-to-month,Credit card (automatic),Fiber optic,1597.25,18,Yes,3.0233333333333334
Male,One year,Electronic check,DSL,1581.95,26,No,2.0516666666666667
Female,Month-to-month,Credit card (automatic),Fiber optic,7227.45,65,No,3.646666666666667
Male,Month-to-month,Electronic check,Fiber optic,3645.75,41,No,2.9733333333333336
Male,Two year,Credit card (automatic),Fiber optic,7752.3,67,Yes,3.8733333333333335
Male,Month-to-month,Electronic check,Fiber optic,1885.15,22,No,2.9583333333333335
Female,One year,Mailed check,DSL,4068.0,64,No,2.1933333333333334
Male,Month-to-month,Credit card (automatic),DSL,805.1,27,Yes,1.025
Female,Month-to-month,Electronic check,Fiber optic,291.9,3,Yes,3.2199999999999998
Female,Month-to-month,Mailed check,DSL,50.55,1,Yes,1.6849999999999998
Female,Month-to-month,Electronic check,Fiber optic,6126.15,65,No,3.146666666666667
Female,Month-to-month,Electronic check,Fiber optic,2283.15,24,No,3.1533333333333333
Female,One year,Credit card (automatic),DSL,2928.5,51,No,1.88
Male,Month-to-month,Electronic check,Fiber optic,1233.65,13,Yes,3.175
Female,Month-to-month,Mailed check,No,1182.55,61,Yes,0.6466666666666666
Male,Two year,Bank transfer (automatic),DSL,5763.15,72,No,2.628333333333333
Female,One year,Electronic check,No,1763.55,69,No,0.8766666666666667
Male,One year,Bank transfer (automatic),No,926.0,44,No,0.6866666666666668
Female,One year,Credit card (automatic),No,1856.4,70,No,0.8683333333333334
Female,Two year,Bank transfer (automatic),No,777.35,40,No,0.6716666666666666
Male,Two year,Credit card (automatic),DSL,4729.3,61,No,2.5116666666666663
Male,Month-to-month,Bank transfer (automatic),DSL,1406.0,23,No,1.9983333333333335
Female,Two year,Credit card (automatic),Fiber optic,7881.2,72,No,3.671666666666667
Male,Two year,Electronic check,DSL,5215.25,62,No,2.8699999999999997
Male,Month-to-month,Credit card (automatic),DSL,2021.35,50,No,1.3150000000000002
Male,Two year,Electronic check,Fiber optic,6538.45,64,No,3.4033333333333333
Male,Month-to-month,Mailed check,Fiber optic,4669.2,47,No,3.3583333333333334
Female,Month-to-month,Electronic check,Fiber optic,6014.85,54,Yes,3.703333333333333
Female,Two year,Credit card (automatic),No,873.4,47,No,0.675
Male,Two year,Mailed check,No,1212.25,58,No,0.6933333333333334
Male,One year,Bank transfer (automatic),DSL,2753.8,34,No,2.5733333333333333
Female,Two year,Mailed check,No,1505.05,60,No,0.8333333333333334
Female,Month-to-month,Credit card (automatic),DSL,740.55,12,No,1.945
Male,Month-to-month,Electronic check,Fiber optic,7299.65,68,Yes,3.51
Male,Two year,Mailed check,DSL,4447.75,64,No,2.308333333333333
Male,Month-to-month,Credit card (automatic),No,493.4,22,No,0.8283333333333334
Female,Month-to-month,Electronic check,Fiber optic,999.9,11,No,3.14
Female,Month-to-month,Electronic check,Fiber optic,1415.0,15,No,3.3383333333333334
Female,Month-to-month,Credit card (automatic),Fiber optic,389.6,5,Yes,2.7
Male,Month-to-month,Bank transfer (automatic),DSL,664.4,14,No,1.6266666666666665
Female,Month-to-month,Electronic check,DSL,1249.25,23,No,1.8133333333333332
Female,One year,Electronic check,Fiber optic,5610.7,50,Yes,3.618333333333333
Male,Month-to-month,Mailed check,No,50.6,2,No,0.6466666666666666
Female,Month-to-month,Electronic check,Fiber optic,1451.6,17,Yes,2.8483333333333336
Male,Two year,Credit card (automatic),DSL,3116.15,59,No,1.805
Male,Month-to-month,Electronic check,No,19.75,1,No,0.6583333333333333
Female,Month-to-month,Mailed check,DSL,899.8,15,Yes,1.8566666666666667
Male,One year,Electronic check,DSL,4914.8,61,No,2.6599999999999997
Female,Month-to-month,Mailed check,DSL,53.55,1,No,1.785
Female,Two year,Credit card (automatic),No,225.55,10,No,0.87
Female,Two year,Credit card (automatic),DSL,5555.3,69,No,2.7483333333333335
Female,Month-to-month,Electronic check,Fiber optic,2419.0,35,No,2.3516666666666666
Female,One year,Electronic check,DSL,3094.65,48,No,2.1883333333333335
Male,Two year,Credit card (automatic),DSL,5750.0,72,No,2.7
Male,One year,Electronic check,Fiber optic,6001.45,62,No,3.203333333333333
Male,Month-to-month,Electronic check,DSL,2092.9,40,No,1.7033333333333334
Male,Month-to-month,Mailed check,DSL,45.7,1,Yes,1.5233333333333334
Male,Month-to-month,Credit card (automatic),Fiber optic,1391.15,16,No,2.835
Male,Month-to-month,Mailed check,No,20.3,1,No,0.6766666666666666
Female,Month-to-month,Mailed check,Fiber optic,85.45,1,Yes,2.8483333333333336
Male,Two year,Electronic check,Fiber optic,8093.15,72,No,3.8
Male,One year,Bank transfer (automatic),DSL,2603.95,44,No,1.995
Female,Two year,Electronic check,Fiber optic,5655.45,59,No,3.1933333333333334
Female,Month-to-month,Credit card (automatic),Fiber optic,1806.35,18,No,3.453333333333333
Female,Month-to-month,Credit card (automatic),Fiber optic,2249.1,23,No,3.29
Male,Month-to-month,Electronic check,Fiber optic,676.7,7,Yes,2.9833333333333334
Male,One year,Mailed check,Fiber optic,4267.15,51,No,2.878333333333333
Male,Two year,Bank transfer (automatic),No,1274.05,64,No,0.6566666666666666
Male,Two year,Mailed check,DSL,5878.9,69,No,2.8233333333333333
Male,Month-to-month,Mailed check,DSL,24.45,1,Yes,0.815
Male,Month-to-month,Electronic check,No,37.2,2,No,0.64
Female,Month-to-month,Electronic check,Fiber optic,3756.45,35,No,3.5633333333333335
Male,One year,Bank transfer (automatic),Fiber optic,2034.25,26,No,2.631666666666667
Female,One year,Bank transfer (automatic),DSL,1190.5,26,No,1.595
Female,One year,Mailed check,Fiber optic,4941.8,49,Yes,3.3483333333333336
Female,Two year,Bank transfer (automatic),DSL,5515.8,68,No,2.6533333333333333
Male,Month-to-month,Credit card (automatic),Fiber optic,2958.95,44,No,2.295
Female,Month-to-month,Credit card (automatic),No,601.6,29,No,0.645
Female,Month-to-month,Electronic check,DSL,1319.85,24,No,1.8383333333333334
Female,Month-to-month,Mailed check,No,372.45,14,No,0.8516666666666667
Male,One year,Mailed check,DSL,3019.7,56,No,1.7566666666666668
Female,Two year,Credit card (automatic),No,116.85,6,No,0.6549999999999999
Male,Two year,Mailed check,DSL,493.4,6,No,2.675
Female,Two year,Bank transfer (automatic),No,1753.0,71,No,0.8333333333333334
Male,One year,Credit card (automatic),Fiber optic,4451.85,43,No,3.4766666666666666
Female,Month-to-month,Bank transfer (automatic),Fiber optic,4594.95,41,Yes,3.7866666666666666
Female,Month-to-month,Electronic check,DSL,736.8,15,No,1.6283333333333334
Female,Month-to-month,Bank transfer (automatic),Fiber optic,1821.95,22,No,2.805
Female,Month-to-month,Electronic check,Fiber optic,4495.65,44,No,3.4716666666666667
Male,Month-to-month,Bank transfer (automatic),DSL,827.05,12,No,2.4916666666666667
Female,One year,Credit card (automatic),No,1012.4,52,No,0.6533333333333334
Male,Month-to-month,Credit card (automatic),Fiber optic,1454.15,17,Yes,3.006666666666667
Female,Month-to-month,Credit card (automatic),DSL,3326.2,41,Yes,2.6633333333333336
Female,Month-to-month,Electronic check,Fiber optic,973.25,10,Yes,3.29
Female,Month-to-month,Electronic check,Fiber optic,2361.8,26,Yes,3.0266666666666664
Female,Two year,Mailed check,No,1146.05,53,No,0.6966666666666667
Female,Month-to-month,Electronic check,No,19.45,1,Yes,0.6483333333333333
Female,Two year,Credit card (automatic),Fiber optic,3533.6,50,No,2.3449999999999998
Male,Two year,Bank transfer (automatic),No,587.4,24,No,0.8033333333333333
Female,Month-to-month,Mailed check,No,781.25,38,No,0.6816666666666666
Male,Month-to-month,Electronic check,Fiber optic,1139.2,14,Yes,2.8383333333333334
Female,Month-to-month,Electronic check,Fiber optic,2264.05,24,Yes,3.118333333333333
Male,Month-to-month,Credit card (automatic),Fiber optic,1777.9,19,Yes,3.1966666666666668
Female,Month-to-month,Bank transfer (automatic),Fiber optic,496.9,7,Yes,2.5050000000000003
Female,Two year,Credit card (automatic),DSL,3571.6,42,No,2.8116666666666665
Female,One year,Credit card (automatic),DSL,4786.15,63,No,2.6566666666666667
Male,One year,Bank transfer (automatic),DSL,2959.8,56,No,1.8016666666666665
Male,Month-to-month,Electronic check,DSL,706.85,13,Yes,1.8150000000000002
Male,One year,Electronic check,DSL,2443.3,37,No,2.2483333333333335
Female,Month-to-month,Electronic check,Fiber optic,1443.65,18,No,2.8316666666666666
Male,One year,Electronic check,DSL,2774.55,44,No,2.18
Female,Month-to-month,Credit card (automatic),DSL,450.8,7,Yes,2.3583333333333334
Female,Month-to-month,Mailed check,DSL,44.0,1,No,1.4666666666666666
Female,Two year,Credit card (automatic),DSL,4059.85,69,No,2.0466666666666664
Female,Two year,Credit card (automatic),Fiber optic,4805.3,55,No,2.96
Female,Month-to-month,Electronic check,Fiber optic,1531.4,14,Yes,3.4949999999999997
Female,Month-to-month,Electronic check,Fiber optic,94.4,1,Yes,3.146666666666667
Male,Two year,Mailed check,DSL,4318.35,47,No,3.0166666666666666
Male,Two year,Electronic check,DSL,6083.1,72,No,2.841666666666667
Female,Month-to-month,Electronic check,DSL,24.6,1,Yes,0.8200000000000001
Male,Two year,Mailed check,No,284.35,16,No,0.6583333333333333
Female,Two year,Bank transfer (automatic),DSL,5215.1,65,No,2.75
Male,One year,Mailed check,No,424.5,18,No,0.7916666666666666
Female,Month-to-month,Electronic check,Fiber optic,292.8,4,Yes,2.628333333333333
Female,One year,Bank transfer (automatic),Fiber optic,4459.8,45,No,3.3383333333333334
Female,Two year,Mailed check,DSL,770.4,21,No,1.1700000000000002
Female,Month-to-month,Electronic check,Fiber optic,151.65,2,Yes,2.356666666666667
Female,Two year,Credit card (automatic),Fiber optic,8124.2,72,No,3.7883333333333336
Female,Month-to-month,Electronic check,DSL,305.1,6,Yes,1.5983333333333334
Male,Two year,Credit card (automatic),DSL,4754.3,72,No,2.17
Male,Month-to-month,Mailed check,DSL,45.6,1,No,1.52
Male,Month-to-month,Electronic check,Fiber optic,76.45,1,Yes,2.5483333333333333
Female,One year,Credit card (automatic),Fiber optic,5916.45,52,Yes,3.7083333333333335
Female,Month-to-month,Electronic check,Fiber optic,413.65,5,Yes,2.518333333333333
Female,Two year,Mailed check,No,935.9,48,No,0.6666666666666666
Female,One year,Mailed check,DSL,5064.45,67,No,2.503333333333333
Male,Month-to-month,Electronic check,Fiber optic,2653.65,29,Yes,3.1483333333333334
Male,One year,Credit card (automatic),DSL,4309.55,65,No,2.235
Female,One year,Bank transfer (automatic),Fiber optic,1704.95,17,Yes,3.2866666666666666
Female,Month-to-month,Bank transfer (automatic),No,246.3,11,No,0.6766666666666666
Female,Two year,Bank transfer (automatic),No,1078.75,52,No,0.67
Female,Two year,Credit card (automatic),Fiber optic,8166.8,71,No,3.7883333333333336
Female,Month-to-month,Electronic check,DSL,2274.9,34,Yes,2.0883333333333334
Male,Month-to-month,Mailed check,DSL,189.1,3,No,1.8216666666666665
Male,Month-to-month,Credit card (automatic),DSL,169.45,3,Yes,1.8233333333333335
Male,Month-to-month,Mailed check,Fiber optic,735.5,10,No,2.3383333333333334
Male,Month-to-month,Electronic check,Fiber optic,308.7,4,Yes,2.4983333333333335
Female,Month-to-month,Bank transfer (automatic),Fiber optic,1130.0,15,No,2.7733333333333334
Female,Month-to-month,Mailed check,No,86.35,3,No,0.8200000000000001
Female,Month-to-month,Electronic check,Fiber optic,5647.95,52,No,3.6366666666666663
Female,Month-to-month,Bank transfer (automatic),Fiber optic,2025.1,21,No,3.18
Female,Two year,Bank transfer (automatic),DSL,4326.25,68,No,2.1366666666666663
Male,Month-to-month,Electronic check,Fiber optic,3413.25,39,No,3.0233333333333334
Female,Month-to-month,Electronic check,DSL,2007.85,46,No,1.465
Female,Month-to-month,Electronic check,Fiber optic,85.0,1,Yes,2.8333333333333335
Male,Month-to-month,Credit card (automatic),Fiber optic,896.75,13,Yes,2.48
Male,Two year,Credit card (automatic),DSL,3139.8,72,No,1.5083333333333333
Female,Month-to-month,Bank transfer (automatic),Fiber optic,2869.85,38,Yes,2.4983333333333335
Male,One year,Mailed check,DSL,4480.7,64,No,2.3383333333333334
Female,Month-to-month,Electronic check,Fiber optic,1235.55,13,No,3.228333333333333
Male,Month-to-month,Mailed check,No,83.75,5,No,0.6733333333333333
Female,Two year,Bank transfer (automatic),DSL,6697.2,72,No,3.045
Female,Two year,Electronic check,DSL,4845.4,57,No,2.816666666666667
Female,Two year,Bank transfer (automatic),Fiber optic,8312.75,72,No,3.85
Male,Month-to-month,Electronic check,Fiber optic,94.0,1,Yes,3.1333333333333333
Male,Month-to-month,Electronic check,Fiber optic,79.95,1,Yes,2.665
Female,Month-to-month,Electronic check,Fiber optic,820.5,8,Yes,3.3216666666666668
Female,Month-to-month,Electronic check,Fiber optic,210.3,3,Yes,2.475
Male,Month-to-month,Electronic check,DSL,2654.05,47,No,1.8433333333333333
Male,One year,Credit card (automatic),DSL,2134.3,69,No,0.9933333333333334
Male,Month-to-month,Electronic check,No,717.3,38,No,0.6533333333333334
Male,Month-to-month,Mailed check,No,518.3,26,No,0.6966666666666667
Female,Month-to-month,Electronic check,Fiber optic,1203.9,14,No,2.8266666666666667
Male,One year,Electronic check,DSL,729.95,11,No,2.0416666666666665
Female,Month-to-month,Bank transfer (automatic),Fiber optic,159.4,2,Yes,2.658333333333333
Male,Month-to-month,Mailed check,No,18.85,1,Yes,0.6283333333333334
Female,One year,Credit card (automatic),Fiber optic,2681.15,27,No,3.396666666666667
Male,Month-to-month,Mailed check,DSL,335.4,8,No,1.4516666666666667
Female,One year,Mailed check,DSL,1533.8,23,No,2.2083333333333335
Female,Month-to-month,Electronic check,Fiber optic,1358.85,13,Yes,3.3449999999999998
Female,Two year,Credit card (automatic),Fiber optic,6640.7,60,No,3.6933333333333334
Female,Month-to-month,Electronic check,DSL,355.1,6,No,1.8283333333333334
Male,Month-to-month,Electronic check,Fiber optic,485.25,7,No,2.4949999999999997
Male,Two year,Credit card (automatic),No,1673.8,66,No,0.8433333333333334
Male,Two year,Bank transfer (automatic),DSL,6151.9,72,No,2.865
Male,Month-to-month,Bank transfer (automatic),DSL,1665.2,33,No,1.8216666666666665
Male,One year,Credit card (automatic),No,486.2,23,No,0.6433333333333333
Female,Two year,Credit card (automatic),DSL,5194.05,59,No,3.01
Male,Month-to-month,Credit card (automatic),DSL,176.2,4,No,1.4933333333333332
Male,Month-to-month,Bank transfer (automatic),Fiber optic,6373.1,67,No,2.985
Female,Two year,Credit card (automatic),No,116.95,4,No,0.8433333333333334
Male,Two year,Credit card (automatic),Fiber optic,8240.85,72,No,3.6966666666666668
Female,Month-to-month,Credit card (automatic),DSL,2727.8,42,No,2.2133333333333334
Female,Month-to-month,Electronic check,Fiber optic,2006.1,26,No,2.6266666666666665
Male,One year,Electronic check,Fiber optic,4428.6,38,No,3.69
Male,One year,Electronic check,DSL,1346.9,24,No,1.945
Female,Two year,Credit card (automatic),DSL,3857.1,65,No,1.9633333333333334
Female,One year,Bank transfer (automatic),DSL,4991.5,67,No,2.4116666666666666
Female,One year,Mailed check,Fiber optic,4830.25,43,Yes,3.6516666666666664
Male,Month-to-month,Electronic check,Fiber optic,2322.85,24,No,3.1366666666666663
Female,One year,Bank transfer (automatic),No,1601.2,64,No,0.8133333333333332
Female,Month-to-month,Credit card (automatic),DSL,2460.35,40,No,2.1366666666666663
Male,Month-to-month,Mailed check,No,309.4,15,No,0.66
Male,Two year,Mailed check,No,1654.6,71,No,0.8116666666666668
Male,Month-to-month,Electronic check,Fiber optic,1943.9,27,No,2.3516666666666666
Male,Month-to-month,Mailed check,No,73.05,4,No,0.69
Female,Month-to-month,Mailed check,No,223.6,12,No,0.67
Male,Month-to-month,Bank transfer (automatic),Fiber optic,662.65,8,Yes,2.816666666666667
Female,Month-to-month,Bank transfer (automatic),Fiber optic,2656.5,33,Yes,2.6866666666666665
Female,Two year,Mailed check,No,1070.5,52,No,0.6616666666666667
Female,Two year,Bank transfer (automatic),DSL,3483.45,60,No,1.995
Male,Month-to-month,Electronic check,DSL,1750.85,33,No,1.6666666666666667
Female,Month-to-month,Electronic check,No,19.25,1,No,0.6416666666666667
Male,Month-to-month,Mailed check,DSL,288.35,6,No,1.6683333333333332
Female,One year,Credit card (automatic),DSL,3715.65,54,Yes,2.3383333333333334
Female,Month-to-month,Credit card (automatic),DSL,933.3,24,Yes,1.355
Female,Two year,Mailed check,No,739.35,35,No,0.6616666666666667
Female,Two year,Credit card (automatic),DSL,5919.35,72,No,2.7550000000000003
Male,One year,Credit card (automatic),Fiber optic,3882.3,43,No,3.021666666666667
Male,One year,Electronic check,DSL,1931.3,43,No,1.4716666666666667
Female,Month-to-month,Credit card (automatic),Fiber optic,320.4,5,No,2.3316666666666666
Female,One year,Credit card (automatic),Fiber optic,3990.75,44,No,2.9716666666666667
Male,Month-to-month,Electronic check,Fiber optic,950.2,12,Yes,2.6816666666666666
Male,One year,Electronic check,Fiber optic,5036.9,53,No,3.1983333333333333
Female,Month-to-month,Mailed check,No,470.2,23,No,0.65
Female,One year,Bank transfer (automatic),Fiber optic,5757.2,62,No,3.1333333333333333
Male,Two year,Mailed check,No,581.85,27,No,0.6866666666666668
Female,Month-to-month,Mailed check,DSL,631.4,15,No,1.6283333333333334
Female,Two year,Credit card (automatic),No,1678.05,69,No,0.8200000000000001
